gene,in_ST,in_scRNA,exact_overlap,case_insensitive_overlap,used_for_formal_overlap
LINC02033,True,False,False,False,False
LINC02034,True,False,False,False,False
LINC02035,True,False,False,False,False
LINC02036,True,False,False,False,False
LINC02037,True,False,False,False,False
LINC02038,True,False,False,False,False
LINC02039,True,False,False,False,False
LINC02040,True,False,False,False,False
LINC02041,True,False,False,False,False
LINC02042,True,False,False,False,False
LINC02043,True,False,False,False,False
LINC02044,True,False,False,False,False
LINC02045,True,False,False,False,False
LINC02046,True,False,False,False,False
LINC02047,True,False,False,False,False
LINC02048,True,False,False,False,False
LINC02049,True,False,False,False,False
LINC02050,True,False,False,False,False
LINC02051,True,False,False,False,False
LINC02052,True,False,False,False,False
LINC02053,True,False,False,False,False
LINC02054,True,False,False,False,False
LINC02055,True,False,False,False,False
LINC02056,True,False,False,False,False
LINC02057,True,False,False,False,False
LINC02058,True,False,False,False,False
LINC02059,True,False,False,False,False
LINC02060,True,False,False,False,False
LINC02061,True,False,False,False,False
LINC02062,True,False,False,False,False
LINC02063,True,False,False,False,False
LINC02064,True,False,False,False,False
LINC02065,True,False,False,False,False
LINC02066,True,False,False,False,False
LINC02067,True,False,False,False,False
LINC02068,True,False,False,False,False
LINC02069,True,False,False,False,False
LINC02070,True,False,False,False,False
LINC02071,True,False,False,False,False
LINC02072,True,False,False,False,False
LINC02073,True,False,False,False,False
LINC02074,True,False,False,False,False
LINC02075,True,False,False,False,False
LINC02076,True,False,False,False,False
LINC02077,True,False,False,False,False
LINC02078,True,False,False,False,False
LINC02079,True,False,False,False,False
LINC02080,True,False,False,False,False
LINC02081,True,False,False,False,False
LINC02082,True,False,False,False,False
LINC02083,True,False,False,False,False
LINC02084,True,False,False,False,False
LINC02085,True,False,False,False,False
LINC02086,True,False,False,False,False
LINC02087,True,False,False,False,False
LINC02088,True,False,False,False,False
LINC02089,True,False,False,False,False
LINC02090,True,False,False,False,False
LINC02091,True,False,False,False,False
LINC02092,True,False,False,False,False
LINC02093,True,False,False,False,False
LINC02094,True,False,False,False,False
LINC02096,True,False,False,False,False
LINC02097,True,False,False,False,False
LINC02098,True,False,False,False,False
LINC02099,True,False,False,False,False
LINC02100,True,False,False,False,False
LINC02101,True,False,False,False,False
LINC02102,True,False,False,False,False
LINC02103,True,False,False,False,False
LINC02104,True,False,False,False,False
LINC02105,True,False,False,False,False
LINC02106,True,False,False,False,False
LINC02107,True,False,False,False,False
LINC02108,True,False,False,False,False
LINC02109,True,False,False,False,False
LINC02110,True,False,False,False,False
LINC02111,True,False,False,False,False
LINC02112,True,False,False,False,False
LINC02113,True,False,False,False,False
LINC02114,True,False,False,False,False
LINC02115,True,False,False,False,False
LINC02116,True,False,False,False,False
LINC02117,True,False,False,False,False
LINC02118,True,False,False,False,False
LINC02119,True,False,False,False,False
LINC02120,True,False,False,False,False
LINC02121,True,False,False,False,False
LINC02122,True,False,False,False,False
LINC02123,True,False,False,False,False
LINC02124,True,False,False,False,False
LINC02125,True,False,False,False,False
LINC02126,True,False,False,False,False
LINC02127,True,False,False,False,False
LINC02128,True,False,False,False,False
LINC02129,True,False,False,False,False
LINC02130,True,False,False,False,False
LINC02131,True,False,False,False,False
LINC02132,True,False,False,False,False
LINC02133,True,False,False,False,False
LINC02134,True,False,False,False,False
LINC02135,True,False,False,False,False
LINC02136,True,False,False,False,False
LINC02137,True,False,False,False,False
LINC02138,True,False,False,False,False
LINC02139,True,False,False,False,False
LINC02140,True,False,False,False,False
LINC02141,True,False,False,False,False
LINC02142,True,False,False,False,False
LINC02143,True,False,False,False,False
LINC02144,True,False,False,False,False
LINC02145,True,False,False,False,False
LINC02146,True,False,False,False,False
LINC02147,True,False,False,False,False
LINC02148,True,False,False,False,False
LINC02149,True,False,False,False,False
LINC02150,True,False,False,False,False
LINC02151,True,False,False,False,False
LINC02152,True,False,False,False,False
LINC02153,True,False,False,False,False
LINC02154,True,False,False,False,False
LINC02155,True,False,False,False,False
LINC02156,True,False,False,False,False
LINC02157,True,False,False,False,False
LINC02158,True,False,False,False,False
LINC02159,True,False,False,False,False
LINC02160,True,False,False,False,False
LINC02161,True,False,False,False,False
LINC02162,True,False,False,False,False
LINC02163,True,False,False,False,False
LINC02164,True,False,False,False,False
LINC02165,True,False,False,False,False
LINC02166,True,False,False,False,False
LINC02167,True,False,False,False,False
LINC02168,True,False,False,False,False
LINC02169,True,False,False,False,False
LINC02170,True,False,False,False,False
LINC02171,True,False,False,False,False
LINC02172,True,False,False,False,False
LINC02173,True,False,False,False,False
LINC02174,True,False,False,False,False
LINC02175,True,False,False,False,False
LINC02176,True,False,False,False,False
LINC02177,True,False,False,False,False
LINC02178,True,False,False,False,False
LINC02179,True,False,False,False,False
LINC02180,True,False,False,False,False
LINC02181,True,False,False,False,False
LINC02182,True,False,False,False,False
LINC02183,True,False,False,False,False
LINC02184,True,False,False,False,False
LINC02185,True,False,False,False,False
LINC02186,True,False,False,False,False
LINC02188,True,False,False,False,False
LINC02189,True,False,False,False,False
LINC02190,True,False,False,False,False
LINC02191,True,False,False,False,False
LINC02192,True,False,False,False,False
LINC02193,True,False,False,False,False
LINC02195,True,False,False,False,False
LINC02196,True,False,False,False,False
LINC02197,True,False,False,False,False
LINC02198,True,False,False,False,False
LINC02199,True,False,False,False,False
LINC02200,True,False,False,False,False
LINC02201,True,False,False,False,False
LINC02202,True,False,False,False,False
LINC02203,True,False,False,False,False
LINC02203.1,True,False,False,False,False
LINC02204,True,False,False,False,False
LINC02205,True,False,False,False,False
LINC02206,True,False,False,False,False
LINC02207,True,False,False,False,False
LINC02208,True,False,False,False,False
LINC02209,True,False,False,False,False
LINC02210-CRHR1,True,False,False,False,False
LINC02211,True,False,False,False,False
LINC02212,True,False,False,False,False
LINC02213,True,False,False,False,False
LINC02214,True,False,False,False,False
LINC02215,True,False,False,False,False
LINC02216,True,False,False,False,False
LINC02217,True,False,False,False,False
LINC02218,True,False,False,False,False
LINC02219,True,False,False,False,False
LINC02220,True,False,False,False,False
LINC02221,True,False,False,False,False
LINC02222,True,False,False,False,False
LINC02223,True,False,False,False,False
LINC02224,True,False,False,False,False
LINC02225,True,False,False,False,False
LINC02226,True,False,False,False,False
LINC02227,True,False,False,False,False
LINC02228,True,False,False,False,False
LINC02229,True,False,False,False,False
LINC02230,True,False,False,False,False
LINC02231,True,False,False,False,False
LINC02232,True,False,False,False,False
LINC02233,True,False,False,False,False
LINC02234,True,False,False,False,False
LINC02235,True,False,False,False,False
LINC02236,True,False,False,False,False
LINC02237,True,False,False,False,False
LINC02238,True,False,False,False,False
LINC02239,True,False,False,False,False
LINC02240,True,False,False,False,False
LINC02241,True,False,False,False,False
LINC02242,True,False,False,False,False
LINC02243,True,False,False,False,False
LINC02245,True,False,False,False,False
LINC02246,True,False,False,False,False
LINC02247,True,False,False,False,False
LINC02248,True,False,False,False,False
LINC02249,True,False,False,False,False
LINC02250,True,False,False,False,False
LINC02251,True,False,False,False,False
LINC02252,True,False,False,False,False
LINC02253,True,False,False,False,False
LINC02254,True,False,False,False,False
LINC02255,True,False,False,False,False
LINC02256,True,False,False,False,False
LINC02257,True,False,False,False,False
LINC02258,True,False,False,False,False
LINC02259,True,False,False,False,False
LINC02260,True,False,False,False,False
LINC02261,True,False,False,False,False
LINC02262,True,False,False,False,False
LINC02263,True,False,False,False,False
LINC02264,True,False,False,False,False
LINC02265,True,False,False,False,False
LINC02266,True,False,False,False,False
LINC02267,True,False,False,False,False
LINC02268,True,False,False,False,False
LINC02269,True,False,False,False,False
LINC02270,True,False,False,False,False
LINC02271,True,False,False,False,False
LINC02272,True,False,False,False,False
LINC02273,True,False,False,False,False
LINC02274,True,False,False,False,False
LINC02275,True,False,False,False,False
LINC02276,True,False,False,False,False
LINC02277,True,False,False,False,False
LINC02278,True,False,False,False,False
LINC02279,True,False,False,False,False
LINC02280,True,False,False,False,False
LINC02281,True,False,False,False,False
LINC02282,True,False,False,False,False
LINC02283,True,False,False,False,False
LINC02284,True,False,False,False,False
LINC02285,True,False,False,False,False
LINC02286,True,False,False,False,False
LINC02287,True,False,False,False,False
LINC02288,True,False,False,False,False
LINC02289,True,False,False,False,False
LINC02290,True,False,False,False,False
LINC02291,True,False,False,False,False
LINC02292,True,False,False,False,False
LINC02293,True,False,False,False,False
LINC02294,True,False,False,False,False
LINC02295,True,False,False,False,False
LINC02296,True,False,False,False,False
LINC02297,True,False,False,False,False
LINC02298,True,False,False,False,False
LINC02299,True,False,False,False,False
LINC02300,True,False,False,False,False
LINC02301,True,False,False,False,False
LINC02302,True,False,False,False,False
LINC02303,True,False,False,False,False
LINC02304,True,False,False,False,False
LINC02305,True,False,False,False,False
LINC02306,True,False,False,False,False
LINC02307,True,False,False,False,False
LINC02308,True,False,False,False,False
LINC02309,True,False,False,False,False
LINC02310,True,False,False,False,False
LINC02311,True,False,False,False,False
LINC02312,True,False,False,False,False
LINC02313,True,False,False,False,False
LINC02314,True,False,False,False,False
LINC02315,True,False,False,False,False
LINC02316,True,False,False,False,False
LINC02317,True,False,False,False,False
